01/01/1900,KILOMETRO,1000
01/01/1900,CENTIMETRO,0.01
01/01/1900,MILIMETRO,0.001
01/01/1900,MILLA,1609.34
01/01/1900,PIE,0.3048
01/01/1900,PULGADA,0.0254
